model,query_id,query_text,category,P@10,P@20,P@30,R@30,NDCG@10,NDCG@20,NDCG@30,AP,vocab_size,exec_time_seconds
Hybrid_Weighted_BM25_BGE,23,senior accountant banking lakewood requirements for senior accountant minimum of five years related experience in banking bachelors degree in accounting finance business or related field specialized bank financeaccounting educationtraining thorough knowledge of general ledger reconciliations and accounts payable thorough knowledge of gaap and financial reporting requirements proficient in english reading writing grammar and mathematics interpersonal relations and communication skills organizational and processproject management skills pc skills including microsoft office accounting skills we offer the following excellent benefits to our fulltime employees medical insurance dental insurance vision insurance life insurance employer paid ltd insurance employer paid paid federal bank holidays flexible spending account health savings account employer contributed k matching pto paid time off lifemart employee discount program your responsibilities will include perform various duties to support the banks accounting financial reporting and control functions coordinate work within all departments and respond to inquiries for information comply with operating policies and procedures established for the accounting function maintain appropriate records and provide assigned reports perform various duties to support the banks accounting financial reporting and control functions prepare monthly financial statements reports and records by collecting analyzing and summarizing account information prepare journal entries and reconciliations for monthly general ledger close maintain the banks accounting systems for accounts payable fixed assets prepaid expenses and accrued expenses including related processing and reporting maintain the banks internal demand deposit accounts and reconcile account statements review bank statements and reconcile general ledger balances with corresponding banks such as the frbny fhlbny and acbb research and reconcile all discrepancies including auditing and verifying all financial documents prepare vendor checks utilizing accounts payable system process incoming and outgoing wire transfers and prepare sales and use taxes assist with testing of the system reports required for management financial reporting and general ledger reconciliations assist with completion of quarterly and annual regulatory reporting including the call report summary of deposits gudpa and fr assist with preparing for various audits and regulatory examinations by gathering requested materials and assist in preparing assigned schedules assist with various accounting related projects and special projects as assigned crosstrain in order to perform backup duties for other financeaccounting personnel as required abide by current laws and organizational policies and procedures to promote an environment free of harassment and discrimination cooperate with participate in and support the adherence to all internal policies procedures and practices in support of risk management and overall safety and soundness and the banks compliance with all regulatory requirements ie community reinvestment act cra bank secrecy act bsa equal credit opportunity act etc maintain appropriate records and provides assigned reports first commerce bank is dedicated to providing people businesses and communities in our markets with high quality products and services with superior customer service we provide products and services through secure userfriendly technology and customer friendly locations our relationships are founded in our responsiveness to the financial needs of our customers in an atmosphere of personal attention professionalism trust integrity and fairness first commerce prides itself on maintaining personal communications beginning with the board of directors first commerce bank is an equal opportunity employer all qualified applicants receive consideration for employment without regard to race color religion sex age disability protected veteran status national origin sexual orientation gender identity or expression genetic information or any other characteristic protected by applicable law,BANKING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,24,audit staff accountant our client a cpa firm located in central new jersey is currently seeking an entrylevel audit staff accountant to join their team in lakewood nj the firm services a diverse client base within the tristate area providing highly personalized and comprehensive accounting audit tax and business consulting services responsibilities reconcile client records to trial balance which may include analytical procedures and performs schedule computations of prepaid accruals property equipment and calculates depreciation expense complete testing on internal controls single audit and other various funds confirm cash legal insurance revenue etc accounts use the firms software programs to automate the process from trial balance and financial statements perform other accounting auditing tax and consulting duties as needed in engagements working hours am pm skills proficient in use of computers proficient in microsoft excel and word ability to communicate clearly and concisely education bachelors experience years qualifications bachelors degree in accounting finance business or related field cpa within years of date of hire prior internship with public accounting firm preferred knowledge of general accounting principles reliable transportation to and from client locations benefits medical dental and vision plans health savings account with employer contribution safe harbor k plan commission policy firm provided life insurance continuing professional education tuition reimbursement professional dues reimbursement mentoring program vacation time paid holidays summer fridays job type fulltime hours spherion has helped thousands of people just like you find work happiness our experienced staff will listen carefully to your employment needs and then work diligently to match your skills and qualifications to the right job and company no one works harder for you than spherion eeo employer race religion color national origin citizenship sex sexual orientation gender identity age disability ancestry veteran status genetic information service in the uniformed services or any other classification protected by law key responsibilities reconcile client records to trial balance which may include analytical procedures and performs schedule computations of prepaid accruals property equipment and calculates depreciation expense complete testing on internal controls single audit and other various funds confirm cash legal insurance revenue etc accounts use the firms software programs to automate the process from trial balance and financial statements perform other accounting auditing tax and consulting duties as needed in engagements experience years skills proficient in use of computers proficient in microsoft excel and word ability to communicate clearly and concisely qualifications bachelors degree in accounting finance business or related field cpa within years of date of hire prior internship with public accounting firm preferred knowledge of general accounting principles reliable transportation to and from client locations education bachelors,ACCOUNTANT,1.0,1.0,0.9333333333333333,0.23728813559322035,1.0,1.0,0.955499392825257,0.23699590882524837,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,25,accountant vita healthcare group is a leading name in the skilled nursing world providing world class nursing care to the community for over a decade we are seeking a dedicated accountant to assist in the operating of our facilities if you are looking for an incredible office environment paid training and incredible room for growth this may be the position for you the accountant is a key team member responsible for providing accounting and guidance to community management as it relates to the overall activities and programs of the community accountant responsibilities provide accounting support and training to communities assist and support community executive directors and office managers prepare journal entries maintain accounts and facilitate monthly financial calls accounts payable and receivable account reconciliation and filing process and maintain community payrolls in compliance with company policies and state regulations accountant qualifications prior accounting or bookkeeping experience associate or bachelors degree preferred or at least years accounting experience ability to communicate effectively and concisely by both written and oral means with communities associates and vendors proficiency in accounting software and tools such as yardi quickbooks and microsoft excel organized able to prioritize and work as part of a team in an informal environment accountant benefits competitive wages health insurance for those eligible voluntary benefits disability accident life generous paid time off,ACCOUNTANT,1.0,0.95,0.9666666666666667,0.2457627118644068,1.0,0.9676617088516802,0.9751494586297731,0.24239620784934987,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,26,sales leader i business banking sales manager job profile position overview at pnc our people are our greatest differentiator and competitive advantage in the markets we serve we are all united in delivering the best experience for our customers we work together each day to foster an inclusive workplace culture where all of our employees feel respected valued and have an opportunity to contribute to the companys success as an business banking sales manager within pncs small business banking organization you will be based in piscatawaynew jersey a business banking sales leader is responsible for coaching their team members on the skills needed to analyze evaluate and mitigate risk the business banking sales leader leads the team on credit requests by utilizing advanced knowledge of credit fundamentals and internal credit policies the leader motivates and develops team members while monitoring progress against individual goals in conjunction with our key service partners they will provide their team with support and coaching as they focus on the customers overall financial wellbeing leading to a bestinclass banking experience job description manages and directs a team to achieve business results and customer experience goals may have direct sales and client responsibilities oversees the execution of strategy leads and coordinates the daily activities of team members engaged in customer andor prospect management activities achieves business results attracts new customers andor grows existing customer relationships by coaching and managing to defined strategies and tactics develops and oversees the execution of account and sales plans may have direct sales and client responsibilities manages riskreturn and drives quality for new andor existing clients actively identifies and mitigates different types of risk such as regulatory reputational operational and credit risks manages effective network of senior internal and external relationships such as community or industry relationships to actively acquire new clients andor expand existing clients and enhance the client experience focuses on bringing the full range of pncs products and services to the client leverages reporting and sales tools to proactively identify and successfully convert sales opportunities develops team members while monitoring progress against individual goals motivates and develops staff including acquiring top talent and managing performancebased issues effectively plans organizes directs analyzes and evaluates staff and processes connects strategy to daytoday activities and updates the team on a regular basis as defined with the business coaches team members on skills needed to analyze evaluate and mitigate credit risk and to lead others on credit requests by utilizing advanced knowledge of credit fundamentals and internal credit policies pnc employees take pride in our reputation and to continue building upon that we expect our employees to be customer focused knowledgeable of the values and practices that align customer needs and satisfaction as primary considerations in all business decisions and able to leverage that information in creating customized customer solutions managing risk assessing and effectively managing all of the risks associated with their business objectives and activities to ensure they adhere to and support pncs enterprise risk management framework pnc also has fundamental expectations of our people managers as a manager of talent in pnc you will be expected to include intentionally cultivates diverse teams and inclusive workplaces to expand thinking live the values role models our values with transparency and courage enable change takes action to drive change and innovation that will transform our business achieve results takes personal ownership to deliver results empowers and trusts others in decision making develop the best raises the bar with every talent decision and guides the achievement of all employees and customers competencies conflict management understanding of how to anticipate recognize and deal effectively with existing or potential conflicts at the individual group or situation level ability to apply this understanding appropriately to diverse situations decision making and critical thinking understanding of the issues related to the decisionmaking process ability to analyze situations fully and accurately and reach productive decisions effective communications understanding of effective communication concepts tools and techniques ability to effectively transmit receive and accurately interpret ideas information and needs through the application of appropriate communication behaviors managing multiple priorities ability to manage multiple concurrent objectives projects groups or activities making effective judgments as to prioritizing and time allocation sales management develops sales strategies that incorporate client segments market opportunities competitive forces and sales force effectiveness identifies priorities and ensures sales teams execute against plans that focus on deepening client relationships elevating market share and increasing share of wallet drives sales teams to build a strong pipeline of prospects and clients selling applies knowledge of banking products and services to meet customer needs and enable them to achieve their financial goals identifies prospecting approaches to identify potential customers and create opportunities to sell financial solutions and ideas to customers work experience roles at this level typically require a university college degree higher level education such as a masters degree phd or certifications is desirable industry experience is typically years at least years of prior management experience is typically required in lieu of a degree a comparable combination of education and experience including military service may be considered education bachelors additional job description benefits pnc offers employees a comprehensive range of benefits to help meet your needs now and in the future depending on your eligibility options for fulltime employees include medicalprescription drug coverage with a health savings account feature dental and vision options employee and spousechild life insurance short and longterm disability protection maternity and parental leave paid holidays vacation days and occasional absence time k pension and stock purchase plans dependent care reimbursement account backup childelder care adoption assistance educational assistance and a robust wellness program with financial incentives to learn more about these and other programs including benefits for parttime employees visit pncbenefitscom new to pnc disability accommodations statement the pnc workplace is inclusive and supportive of individual needs if you have a physical or other impairment that might require an accommodation including technical assistance with the pnc careers website or submission process please call and select option recruiting or contact us via email at pathfinderpnccom the human resources service center hours of operation are monday friday am to pm et equal employment opportunity eeo pnc provides equal employment opportunity to qualified persons regardless of race color sex religion national origin age sexual orientation gender identity disability veteran status or other categories protected by law california residents refer to the california consumer privacy act privacy notice to gain understanding of how pnc may use or disclose your personal information in our hiring practices,BANKING,0.8,0.65,0.5,0.13043478260869565,0.8318477135310891,0.7103475982765493,0.5901472513643679,0.09840700650706637,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,27,senior director finance createme is a research and development company at the intersection of automation apparel and customization driving ondemand manufacturing at speed and scale were breaking down barriers through trailblazing frictionless technology that provides an endtoend solution that is set to revolutionize individualism were based in new york city with a global footprint that extends to london hong kong tokyo seoul sydney and beyond it includes customization services worldwide a knitwear factory in brooklyn a manufacturing rd lab in san francisco a specialized rd team in portland and a licensing and product development team in la about the role createme is growing rapidly both in the us and internationally and needs a powerhouse senior director of finance to ensure consistency and excellence across our various locations as the director of finance you will be responsible for the daytoday accounting and finance activities for createme and strategic projects instrumental in scaling the company the ideal candidate is a selfstarter analytical detailoriented high integrity and has demonstrated proven finance and accounting leadership responsibilities create region and platform specific milestones and goals and associated budget and investment plans to manage organize and control company costs oversee staff in the performance of all accounting and finance functions provide oversight to the accounting team ensuring accounts payable vendor client and other records are adequately maintained oversee and confirm all transactions in the accounting system manage and negotiate terms of all vendor relationships lead the monthend and yearend close processes including presenting results to the executive team lead the state local and federal tax processes support system implementations including the implementation of a new erp system source establish and manage strategic relationships with key partners and vendors provide oversight mentorship and delegation to the accounting and finance teams ensuring consistency with createmes global standards of excellence assess and implement improved processes and new technologies and collaborate with leadership regarding the implementation of these improvements required skillsabilities years of finance and accounting experience including leading and managing global finance and accounting functions cpacfa required bachelors degree in accounting strong knowledge of us gaap and ifrs strong knowledge of microsoft office excel and word team player with the ability to work independently or as a part of a team strong communication and interpersonal skills analytical with strong problemsolving skills and strong attention to detail startup experience preferred added bonuses manufacturing andor apparel experience working at createme be rewarded for your innovation through our inventor award and recognition program grow your savings with our pension plan with company contributions stay healthy and happy through our comprehensive medical dental and vision insurance take time away from the office through our flexible paid time off be a part of a community and take part in our lunchn learns and team outings learn and grow through formal and informal learning opportunities at createme technologies we value diversity and treat all employees and job applicants based on merit qualifications competence and talent we do not discriminate on the basis of race religion color gender sexual orientation age marital status veteran status or disability status li benefits for you our employees health and happiness are our top priorities from day one we offer medical plan coverage including onemedical ondemand care telehealth care and claim concierge solutions disability life and add coverage pretax health and dependent care fsa and commuter benefits pet insurance financial wellbeing solutions and identity theft protection k retirement plan with an employer match up to flexible pto inclusive of vacation sick and personal time companywide vacation weeks in early july and late december fullypaid company parental leave up to weeks for birth adoption and fostering concurrent with statutory pregnancy and bonding leaves continuing education through lunch n learns training and external opportunities desk expense allowance for at home and in office workstations,FINANCE,0.7,0.75,0.6666666666666666,0.1694915254237288,0.750637296052051,0.7610637477271122,0.7008994449124414,0.12585597132833146,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,28,director of finance company description project finds mission is to provide low and moderateincome and homeless seniors with the services and support they need to enrich their lives and live independently today project find operates three supportive housing residences that are home to about people and four senior centers with over members our members and residents range from the healthy and active to the frail and homebound to the homeless for all these individuals project find is a critical resource providing housing meals and programs that help individuals navigate the challenges of aging by encouraging community engagement and healthy living please visit our website at projectfindorg job overview as the director of finance you will be responsible for building and enhancing the financial infrastructure of project find the director of finance is also responsible for all aspects of the financial operations for project find reporting directly to the executive director the director of finance provides accounting budgetary operational and programmatic support to all agency programs and activities the director of finance directly oversees and supervises the financialaccounting team they will serve as the primary agency contact for all funding contractual matters proposals for new or extended programs and new business development the director of finance is seen as a thought leader and partner who knows how to manage the inevitable rigidity between business objectives and resource utilization key responsibilities provide insightful wellinformed and trusted organizational counsel to the executive director executive team and the board on both financial and broadbased business matters develop internal tools and systems to provide critical financial information to help accelerate growth and profitability and make actionable recommendations on financial goals and strategy track and ensure accurate and timely reporting of project finds financials to board government contracts sources and donors oversees submission of vouchers for payment from a variety of contract sources oversees annual budgeting process for agency and housing corporations assess organizational performance against both budget and companys longterm strategy manage the corporate financial planning budgeting and forecasting function of the agency proactively engage leadership team to develop short medium and longterm financial plans and projections lead and develop the finance team develops and refines policies and procedures manual for finance department works with board and financial advisors to steward investment fund other duties as needed based on organizational needs qualifications bachelors degree from an accredited college or university required masters degree preferred cpa is a plus years of senior management experience with organizations with operations in excess of million per year and over employees in a nonprofit agency recent and relevant experience as a finance director at a nonprofit agency with state and federal funding portfolio with strong familiarity with software revenue recognition metrics and best practices proven track record as a resultsdriven supervisor prior experience serving as a key member of a senior executive team with the ability to provide and receive input from ceo board and management peers regarding the financial implications of all major business decisions and strategic objectives excellent business acumen and financial operational orientation with strong fpa skillset experience in a regulated industry preferred nonprofit experience is highly preferred and a strong plus outstanding analytical and problemsolving skills able to communicate effectively at all levels of the organization including directly with the board maintained working knowledge and understanding of regulations laws and industry best practices to ensure compliance with all applicable federal state and local financial laws ability to interpret appropriate laws and policies and ability to advise management and employees accordingly excellent verbal written communications and detailedoriented skills highly organized detailoriented and able to handle multiple projects simultaneously in a fastpaced environment must be able to travel between sites as needed associated topics associate director chief investment officer director finance financial director general operations manager manage operation president finance recruit vice president,FINANCE,0.8,0.75,0.7,0.17796610169491525,0.8454256604216017,0.7950733353829526,0.7523616129430903,0.1475257001813026,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,29,vp of finance east meadow vp of finance about flywheel flywheel software is a highgrowth technology startup transforming data activation on snowflake bigquery and redshift that is changing the way businesses acquire retain and winback their customers clients include google indeed and the boston red sox we apply bestinclass architecture and technology to build a system that is both functional and beautiful about the role flywheel is looking for a vice president of finance to work directly with flywheels founders to integrate an accounting and finance perspective into our growth strategy this is a great role for someone looking to be the founding member of the finance team driving forecasts and operations and have the opportunity to institute accounting policies procedures and best practices as well as eventually grow and develop a team responsibilities will include routine maintenance of the accounting books and records but with a strong focus on creating forecasts developing financial plans to achieve strategic objectives and working hand in hand with the rest of the leadership team and the board of directors to manage explosive growth in a fiscally responsible manner in this role key areas of focus will be to define and build regular financial and operational kpis which will drive financial discipline business growth and profitability initiatives across the business while managing control systems designed to preserve company assets and report accurate and meaningful financial results responsibilities financial analysis accounting budgeting and forecasting perform regular detailed analytical reviews and make recommendations for improved financial performance prepare timely and accurate financial statements and the monthend close process enhance and implement financial and accounting systems processes tools and control systems develop a thoughtful and thorough approach to budgeting and forecasting which includes inputs from all necessary functional leaders and establish a routine cadence of comparing actual results to these budgets and forecasts and preparing detailed explanations for variances lead financial reporting efforts for monthly reviews board of director presentations operational reporting and numerous ad hoc reporting requests financial management provide consultation to internal business and finance leaders to support decisionmaking and drive operational improvements serve as the main point of contact for outside auditors during future annual audits utilize forwardlooking models and activitybased analyses to provide financial insight into the organizations plans and operating budgets represent the company to banks financial partners institutions investors and outside auditors remain current on accounting best practices and specific accounting guidance unique to flywheels industry leverage the necessary third parties to ensure flywheel remains in good standing and up to date on various reporting and compliance requirements qualifications years of experience in public accounting years of experience in accounting and finance in a startup or highly entrepreneurial environment highly flexible style willing to solve problems on the fly adapt to change and think like a founder experience with financial statement preparation budgeting forecasting and internal control implementation ability to partner with the executive team to drive the future direction of the company and ensure sound strategic financial decisionmaking accounting and financial management procedures financial controls and compliance financial statement preparation budgeting forecasting and internal control implementation a humble leadership style ownership mentality and philosophy and set of practices that build a better organization for success today and in the future strategic thinking to define and achieve organizational goals flexible adaptable and seeks out and is open to new ideas and approaches bestinclass analytical skills are required strong business and financial acumen required including demonstrated ability to solve complex business problems strong ability to communicate effectively and efficiently with multiple stakeholders including strong presentation skills solid organizational and management skills and a style that exhibits collaboration and teamwork compensation and benefits competitive compensation competitive salary will be offered based on candidate experience and qualifications annual bonus based on performance equity incentives based on performance and experience platinum benefits platinum health insurance with aetna paid by the company k program with generous company match additional insurance and educational stipends flexible work and growth flexible pto and wfh policies opportunity to build a team longterm quarterly hackathons to focus on team passion projects work directly with founders in a learners mindset culture associated topics chief financial officer chief investment officer controller director operational manager organizational culture president finance recruit supply vice president,FINANCE,0.8,0.9,0.8333333333333334,0.211864406779661,0.8512360941594272,0.903992632541125,0.8567964310368203,0.18796707990791073,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,30,sr hr business partner hybrid remote role job overview provide support to members of an hr team in their daytoday operational roles support the continuous improvement of the hr function through development and implementation of hr programs in an assigned geography or business line with limited guidance provide comprehensive hr support to employees and management across assigned service areas business units or departments as hr business partner with guidance provide expertise support and advice to assigned management teams either locally regionally globally or by function essential functions develop strong and effective team relationships with hr specialist functionscenters of excellence eg hrpsc finance psc support line managers in the process of new employee orientation where appropriate provide advice and guidance to more junior members of the hr team as appropriate conduct ad hoc reviews as directed and propose recommendations in handling employment legislation compliance hr systems practices and procedures and with guidance provide support and education to line management participate as assigned with minimal supervision in working with senior hr team members for the daytoday development and implementation of redesign and new local and global hr initiatives with guidance provide hr partnering management coaching and counseling with guidance act as business partner to assigned business areas work with more experienced hr team members on organizational effectiveness and hr partnering change management efforts associated with reorganizations mergersacquisitions and transfers to ensure compliance to local legislation provide reports and analyses as requested by senior management support line managers in the recruitment and selection process where appropriate manage hrrelated queries and may work independently or in conjunction with senior members of the hr team and line management on issues qualifications bachelors degree required years experience within an hr function as generalist or combination of generalist and specialist experience required or equivalent combination of education training and experience required extensive knowledge of local and relevant employment legislation expert coaching and counseling skills effective leadership skills excellent problem solving judgment and decision making skills excellent presentation skills good influencing skills expertlevel excel skills including experience with data analysis tools strong verbal and written communication skills and very good interpersonal skills very high degree of discretion and confidentiality strong attention to detail good ability to work in a matrix environment ability to lead a project ability to establish and maintain effective working relationships with coworkers managers and clients professional hr accreditation preferred iqvia is a leading global provider of advanced analytics technology solutions and clinical research services to the life sciences industry we believe in pushing the boundaries of human science and data science to make the biggest impact possible to help our customers create a healthier world learn more at we are committed to providing equal employment opportunities for all including veterans and candidates with disabilities as the covid virus continues to evolve iqvias ability to operate and provide certain services to customers and partners necessitates iqvia and its employees meet specific requirements regarding vaccination status,HR,0.9,0.85,0.8,0.21818181818181817,0.914856882358379,0.8743071701768559,0.8344306543997939,0.19260691119826187,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,31,vp healthcare services job description job summary molina healthcare services hcs works with members providers and multidisciplinary team members to assess facilitate plan and coordinate an integrated delivery of care across the continuum including behavioral health and longterm care for members with high need potential hcs staff work to ensure that patients progress toward desired outcomes with quality care that is medically appropriate and costeffective based on the severity of illness and the site of service knowledgeskillsabilities the vp healthcare services is responsible for oversight and management of the state health plans healthcare services clinical operations teams including utilization management priorauthorization inpatient review and care management casehealth management and transition of care this position works collaboratively with the chief medical officer to develop and implement processes to effectively manage clinical policies to meet healthcare cost and quality targets works with the healthcare services management team to achieve successful implementation of molina clinical strategy and direction develops and implements effective and efficient standards protocols processes decision support systems reporting and benchmarks that support ongoing improvements of clinical operations functions and promote quality cost effective health care for molina members mentors guides and develops skills of management team members in a consistent and effective manner develops initiatives to achieve budgeted reductions in medical expenses and increases in quality scores develops healthcare services department budget and ensures budget targets are met manages implementation of analytical studies that quantify the benefits of healthcare services programs to ensure that resources are appropriately allocated operational controls exist and efficiencies are maximized facilitates integration of care coordination long term care behavioral health and chemical dependency programs continually refines operational processes and champions review of team processes workflows and activities articulates project requirements and anticipated outcomes to the molina project management office for identified projectsstrategies to improve the efficiency of clinical operations teams to meet cost and quality goals accountable for ensuring compliance with contractual accreditation and regulatory requirements for all healthcare services teams participates personally or assigns appropriate staff to molina quality committees and external community committees to represent the healthcare services department ensures effective interdepartmental collaboration and interaction between healthcare services staff and other departments ensures monthly auditing of hcs staff is performed and appropriate actions andor coaching occur responsible for oversight of clinical training activities and outcomes responsible for hcsrelated delegation oversight monitoring job qualifications required education masters degree or equivalent combination of education and work experience required experience years managed care experience with line management responsibility including clinical operations experience working within applicable state federal and thirdparty regulations operational and process improvement experience strong communication and teaminginterpersonal skills strong leadership capabilities and ability to initiate and maintain crossteam relationships demonstrated experience meeting quality accreditation standards ncqahedisstars required license certification association if licensed license must be active unrestricted and in good standing preferred education masters degree in business or healthcare management ie mba mha mph preferred experience familiarity and experience in the local market desirable preferred license certification association active unrestricted state registered nursing rn license in good standing utilization management certification cphm certified professional in health care quality cphq or other healthcare or management certification to all current molina employees if you are interested in applying for this position please apply through the intranet job listing molina healthcare offers a competitive benefits and compensation package molina healthcare is an equal opportunity employer eoe mfdv pjhpo libemore,HEALTHCARE,0.8,0.85,0.7333333333333333,0.19130434782608696,0.8454256604216017,0.8654925956274738,0.7831951553656346,0.16569355845107162,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,32,software engineering job summary randstad federal we have over a decade of experience providing talent with clearance and workforce solutions that drive bottomline value for federal agencies and the organizations that serve them learn more about what we do meet our experienced team and get an inside look at the strategic partnerships that set us apart lets talk about the role location cliffton nj remote capabilities no clearance required secret job summary responsible for research design and development of computer software systems in conjunction with hardware product development primarily responsible for the design and development of software products for a variety software applications participates in all phases of the software development life cycle including requirements analysis design implementation integration and test of software products location clifton new jersey job type contract salary per hour work hours to education bachelors responsibilities responsible for research design and development of computer software systems in conjunction with hardware product development primarily responsible for the design and development of software products for a variety software applications participates in all phases of the software development life cycle including requirements analysis design implementation integration and test of software products applies computer science engineering and mathematical analysis concepts and principles in the development of software for the target application works closely with cross functional members of the engineering organization to develop and evaluate interfaces between hardware and software and operational performance requirements and design of the overall system develops software test procedures software programs and related documentation contributes to determining estimating and validating the cost and scope of software efforts to ensure software performed meets program cost schedule and technical constraints qualifications experience level experienced minimum years of experience education bachelors skills cad jira ada c uml jenkins bit bucket equal opportunity employer race color religion sex sexual orientation gender identity national origin age genetic information disability protected veteran status or any other legally protected group status at randstad we welcome people of all abilities and want to ensure that our hiring and interview process meets the needs of all applicants if you require a reasonable accommodation to make your application or interview experience a great one please contact for certain assignments covid vaccination andor testing may be required by randstads client or applicable federal mandate subject to approved medical or religious accommodations carefully review the job posting for details on vaccinetesting requirements or ask your randstad representative for more information provided by dice,ENGINEERING,0.2,0.35,0.3333333333333333,0.0847457627118644,0.1427951440361373,0.2725779804759152,0.2815746494500887,0.02782053658503257,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,33,banking center supervisor how would you like to join a successful and growing multibillion dollar bank with branches in new jersey and eastern pennsylvania provident bank is looking for a talented banking center supervisor to work in our clifton new jersey branch to promote our commitment to providing exceptional customer service qualified candidate must possess excellent sales customer service and people skills prior retail experience preferred with your commitment in the banking center supervisor role provident bank can help you advance in your career and climb the ladder of success position summary the banking center supervisor provides exceptional customer sales and service while attending to customers needs the bcs creates and fosters a cohesive team and promotes a positive work environment while overseeing the bank associates who perform both routine financial transactions andor customer service functions the bcs may cover multiple branches within the region they will assist tellers with more complex tasks and schedules the work flow and demonstrate sound judgment and accountability with operational standards they will provide leadership conflict resolution process improvement and communication to the bank associates responsible for performing audit functions participates in daily branch opening and closing procedures and required to perform operational tasks coaching and performance management in the absence of the banking center manager the bcs will be responsible for the overall branch management including but not limited to operations sales management and productivity major job responsibilities the banking center supervisors duties and responsibilities listed below are categorized into general areas sales service and operations sales meet customer sales referrals and crossselling goals knows the features and benefits of all products and services to satisfy the needs of the customers responsible for managing and growing a bookofbusiness actively refers clients for commercial business to market manager service promotes bank products refer or resolve customer inquiries concerning accounts or other banking services helps maintain cost efficiency to achieve goals of the branch assures quality of customer service and adherence to sales and brand standards supplements general platform sales and service responsibilities as required resolves customer inquiriescomplaints and situations in a positive professional and efficient manner operations establishes customer identity according to established guidelines and adheres to all other compliance procedures daily weekly scheduling and coordination of workflow assists with completing performance reviews of bank associates assists with training planning assigning and disciplining employees in the branch may perform other duties as requested supervisory responsibilities supervise bank associates skills good interpersonal skills including listening written and verbal communication ability to work with a wide variety of personalities in a courteous and professional manner solid math and analytical skills ability to understand and follow safety and security practices strong relationship building skills proven ability to build relationships through consultative conversations and to identify customer needs and translate those needs to sales opportunities strong customer serviceadvocacy skills good organizational and time management skills good pc skills and the ability to quickly learn other computer programs including microsoft office ability to evaluate others on their performance ability to effectively coach develop and manage staff performance education high school diploma or ged work experience years retail banking experience supervisory experience preferred licenses andor certificates none working conditions work is mainly performed under general office conditions in a retailbanking establishment must be willing and able to work required overtime must be willing and able to travel to other locationsbranches must be flexible and demonstrate the ability to adapt to new job locations and reassignments as directed hazards those present in a retailbanking establishment in the course of working with customers the employee may encounter abusive aggressive or unpredicted threatening behavior must observe safety and security practices at the branch this job description may not be allinclusive employees are expected to perform other duties as assigned and directed by management job descriptions and duties may be modified when deemed appropriate by management we are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to age and over color disability gender identity genetic information military or veteran status national origin race religion sex sexual orientation or any other applicable status protected by state or local law,BANKING,1.0,0.85,0.7666666666666667,0.2,1.0,0.8937457483404276,0.8268490629226183,0.18566052105224778,Hybrid,355.2021904379999
Hybrid_Weighted_BM25_BGE,34,part time patient advocate just an idea job details job type parttime qualifications case management year preferredspanish preferred indeeds salary guide not provided by employer a year is indeeds estimated salary for this role in brooklyn nyreport inaccurate salary full job description position summary under the supervision of the director the assistant patient advocate shall ensure that patients are aware of and empowered to exercise their rights nysdoh heshe shall address patientsurrogate questions concerns and complaints and work toward mutually acceptable solutions nysdoh patients bill of rights and jcaho standard dutiesresponsibilities serves as a liaison between patients their families and medical center staff striving to make the medical center user friendly assists in interpreting the hospitals policies and procedures for the requested assists patientsurrogate in understanding their rights and responsibilities investigates concerns and complaints articulated by patients and their surrogates involves appropriate medical center staff and departments as necessary works to achieve mutually satisfactory resolution provide assistance when requested to patients desiring to complete an advance directive when requested by patientsurrogate provides a written response of the findings of an investigation if patientsurrogate is not satisfied with response refers them to the new york state department of healths office assists in referring patientsurrogate to appropriate services and resources responds himherself when other alternatives are not available documents patientsurrogate interactions using departmentally established procedures and timelines refers to interpreters list to provide interpreters when language barriers present communication problems evaluates and interprets information gathered from patientsurrogate interactions in order to spot patterns and trends performs all other duties as required formal education and jobrelated experience this position requires a minimum formal education of associate degree or certification equivalent and a minimum of years jobrelated experience desired not required criteria include bachelors degree preferredbilingual englishspanish beneficialcomputer knowledge windows wordperfect relevant work experience job type parttime schedule hour shiftability to commuterelocate brooklyn ny reliably commute or planning to relocate before starting work preferredexperience patient case managers advocates year preferredcase management year preferredlanguage spanish preferredwork location one location hiring insights application response rate hiring candidate for this role urgently hiring,ADVOCATE,0.8,0.75,0.6333333333333333,0.16101694915254236,0.8165901947515998,0.780347507863838,0.694241476733232,0.13097143665340394,Hybrid,355.2021904379999
